"x","y"
1,45.0801352452013
1,43.8894793754654
1,47.301013969176
1,51.9280401806041
1,44.7062233165561
1,45.8988648772433
1,48.1481272231277
1,41.8084163688502
1,44.8118758434606
1,44.3966322678025
1,45.7603758236568
1,45.6495581090508
2,43.7808625979367
2,50.3337408643511
2,48.4117769330009
2,47.3986100704183
2,42.7616815053995
2,46.7308097158474
2,48.0175300809376
2,43.3132362531843
2,46.7389093342918
2,46.3780961070099
2,43.6313570695384
2,49.4506140645577
3,54.0488784856252
3,64.553145386614
3,60.9482464410401
3,56.2598547470931
3,58.6976465414236
3,62.6759169575089
3,55.8447238508013
3,50.675709304343
3,49.7413152165777
3,60.6768714981106
3,59.5262829382401
3,57.8991579842156
4,40.5562472148979
4,43.2942823584408
4,41.0276700910953
4,45.9737967008905
4,48.9589475855844
4,39.0345257493024
4,43.4866792223741
4,45.1020448565758
4,39.9212292020272
4,42.3716683768991
4,39.9223369906293
4,47.3580933298805
5,50.5250631290258
5,50.5789323282581
5,47.8614589838811
5,51.0398110973316
5,49.458554548612
5,46.3170125963913
5,48.6616128629261
5,46.6731817051674
5,47.0107537623006
5,46.9113478649555
5,49.1988308295999
5,52.0732460363186
6,50.2251917141973
6,46.6713164795334
6,59.4821148863362
6,48.9540936719271
6,53.7136376691285
6,43.2224076305618
6,57.070157147659
6,51.3348504157792
6,55.3872204586571
6,54.0455561188171
6,48.1829085814523
6,59.2784862552821
7,43.625016765086
7,47.2857937236045
7,50.2582639292495
7,44.8465613846779
7,45.8778855311287
7,45.1593575337792
7,40.3041267471352
7,47.9368189274895
7,44.4472031971141
7,48.1708105977074
7,47.5964742190072
7,43.8052466801087
8,54.8705949090023
8,53.3477948221617
8,56.3332645912101
8,56.1415917022213
8,56.7199871760389
8,53.3968371582086
8,58.0079520183487
8,48.4273561520963
8,56.345801895877
8,55.2893843347173
8,56.3438859832988
8,54.8567914004972
9,49.6620622131396
9,48.4466590034054
9,49.9040946041609
9,49.2964161668054
9,58.7694663174966
9,52.7548474124667
9,52.7114075556274
9,40.9160465120356
9,47.6012430994988
9,45.8152037996102
9,44.7653209507296
9,48.6043861909267
10,49.9354705410786
10,50.0808690123924
10,56.5127033245824
10,52.2299257667505
10,46.7449441095278
10,53.6315819345617
10,58.004591485512
10,50.4042298230951
10,54.9728543054055
10,55.3947783086303
10,58.1070798523999
10,51.6350840783987
