"x","y"
1,48.6845611338307
1,59.3763851905025
1,58.7628103920428
1,56.1269195805484
1,55.0215818449606
1,53.9104158941596
1,50.7585327380482
1,57.4515652621919
1,59.943559230311
1,54.8357664863599
1,55.8211434405237
1,54.1525630647254
2,53.6052479434867
2,49.3851492310429
2,58.3933851470804
2,54.5178434232739
2,54.7634805276873
2,57.2691961423887
2,49.2124945784741
2,51.2332856154264
2,53.9382043031184
2,52.3006946416267
2,54.1575212126298
2,52.8596665604784
3,42.8838039694585
3,45.6838749687338
3,49.3502524524846
3,46.1621859143964
3,44.5965028221757
3,51.0789457660091
3,48.6829042664456
3,46.9466719754339
3,48.9793724011675
3,46.0337646744154
3,52.8386392578918
3,40.9026824440157
4,50.8285003930045
4,47.9934826837186
4,46.6046745885224
4,49.3415972191914
4,45.7555077420559
4,44.6609481328358
4,49.235863769191
4,44.3333318063685
4,52.9125008144357
4,46.8585192649227
4,48.2124347919468
4,47.1221718768472
5,50.8386288819799
5,46.0009011732792
5,45.3793134966741
5,39.6365014954859
5,40.7792373157252
5,47.7132930322292
5,39.4880376986564
5,42.5880409459547
5,46.1203162815251
5,43.7896328199572
5,35.0827235043287
5,39.0052377629783
6,59.9224187699905
6,54.3276373826499
6,52.0980743653465
6,51.5667108970813
6,52.7266161784577
6,47.5769924816845
6,53.1971227111687
6,57.4576174488802
6,48.0127047841114
6,56.597591302969
6,57.7384723880775
6,48.0301737864179
7,45.7088598334741
7,42.083843840988
7,44.906319810371
7,46.5100833614184
7,41.3169653749559
7,45.50631928861
7,40.0122006702297
7,36.2534897540025
7,47.6439506259697
7,40.4666415217087
7,44.4634846221598
7,47.1044809404533
8,45.868201176872
8,53.5246593007712
8,52.1407119906888
8,48.2951119974271
8,50.4124195518955
8,52.7528392618709
8,50.1109765897422
8,49.945116030262
8,50.3982403826522
8,50.6203136955462
8,49.2787630715679
8,55.484941819345
9,54.3099595343407
9,52.2906221318729
9,52.2598914089935
9,46.1201386041382
9,54.0803807924884
9,48.8113447948563
9,54.0165114204823
9,48.3110692169443
9,54.4447222451197
9,48.8828010261525
9,52.3313212025871
9,52.6497726876309
10,47.6745467186147
10,44.8516631333642
10,51.1480551109416
10,41.8974294895878
10,47.7494532519542
10,45.4391663483241
10,52.9424130020921
10,44.853096158856
10,48.0279111072685
10,47.8204042752357
10,48.3128741853663
10,53.2238268408803
