"x","y"
1,49.7232304027237
1,51.8331987170261
1,50.875105293138
1,46.7270313137404
1,51.2026922406235
1,46.662731927067
1,51.6828320564495
1,53.0006263076114
1,52.0934071866706
1,51.5813770236719
2,42.2922797792496
2,45.2773393431976
2,38.6316216375718
2,40.7552694136339
2,38.1518569335084
2,36.0708041955975
2,42.0159903660962
2,41.310427920682
2,40.8812048793768
2,36.8453974566042
3,46.1639447063749
3,46.4509312101393
3,44.6407847845054
3,47.7250182468093
3,48.4307429033177
3,48.2686341569207
3,42.8509889699368
3,44.9596998216413
3,44.572285088476
3,43.0391083414159
4,56.8726558910019
4,52.4538446645791
4,57.871879672078
4,57.0163683043073
4,54.2544988587041
4,55.3642698259619
4,54.8627755663633
4,52.0426605486853
4,51.350573049541
4,56.1452617292782
5,57.1788453575001
5,65.1208246490706
5,61.7119039136154
5,61.8533785964231
5,56.4159357684461
5,60.5608553842427
5,62.6231643861088
5,63.5894504393651
5,63.2637144417103
5,60.7573417928303
